tokens,label
The <e2> bureau </e2> established an audit-and-risk <e1> committee </e1> based on the large number of receiverships and an external auditor was appointed to review all 2009 receivership files .,Product-Producer
"That night , at dinnertime , the prime <e2> mover </e2> eats the philosophical pickle with a <e1> hamburger </e1> .",Instrument-Agency
The <e1> wallet </e1> was inside of a <e2> locker </e2> designated for Union employees .,Content-Container
PowerPoint presentations for each of the <e2> book's </e2> <e1> chapters </e1> are posted on this website .,Component-Whole
"Another great sign was the wonderful aroma of freshly baked desserts and brewed coffee , and the <e2> display case </e2> was full of wonderful looking <e1> desserts </e1> .",Content-Container
They have dumped <e1> chemicals </e1> into the local <e2> river </e2> .,Entity-Destination
"Jeff Ma , who was a key <e1> member </e1> of the infamous MIT blackjack <e2> team </e2> , notes the turn around of the Oakland A's and the reversal of criticism directed toward GM Billy Beane .",Member-Collection
The generated <e2> script </e2> creates candidate keys defined using a unique <e1> index </e1> .,Component-Whole
The <e1> preview </e1> of a new Dell laptop has been leaked to this <e2> blog </e2> .,Entity-Destination
A local FM <e1> radio </e1> keeps the town informed about local and international <e2> development </e2> .,Message-Topic
The <e2> convict </e2> protects Pip with a <e1> claim </e1> that he stole the items himself .,Product-Producer
My father's <e1> armor </e1> was in a <e2> chest </e2> next to the shrine .,Content-Container
"Ambient vanadium pentoxide <e1> dust </e1> produces <e2> irritation </e2> of the eyes , nose and throat .",Cause-Effect
"In this study , <e1> flakeboard </e1> was produced from decommissioned <e2> guardrail </e2> posts that had been treated with chromated copper arsenate (CCA) .",Entity-Origin
"Both her and her <e2> troop </e2> of pampered Beverly Hills <e1> princesses </e1> learn valuable lessons in character , courage , and friendship with a super happy ending .",Member-Collection
"On the floor of the passenger side , they found a <e2> plastic bag </e2> with <e1> marijuana </e1> inside .",Content-Container
"Adjust the <e1> thermostat </e1> of the <e2> refrigerator </e2> to between 36 to 38 degrees Fahrenheit , and make sure the freezer is set between zero to 5 degrees .",Component-Whole
The <e1> crisis </e1> originated in an over-leveraged corporate <e2> sector </e2> and a banking sector that had mismatched assets and liabilities .,Entity-Origin
It is a <e1> hormone </e1> that is produced by the pituitary <e2> gland </e2> and has widespread effects on the body .,Product-Producer
"As a strategic move , the <e2> researcher </e2> started the school with a third-year <e1> programme </e1> with mature students .",Instrument-Agency
"It features some of the most beautiful <e1> mountain </e1> <e2> landscapes </e2> anywhere , with vertical walls , sheer cliffs and a high density of narrow , deep and long valleys .",Other
The old lady moved the <e1> boxes </e1> in the corridor into her own <e2> house </e2> .,Entity-Destination
The <e1> heat </e1> and pressure cause <e2> metamorphism </e2> to occur .,Cause-Effect
"As a consequence , <e1> optimization </e1> is now viewed as an indispensable tool of the trade for <e2> engineers </e2> working in many different industries .",Instrument-Agency
The two chiefs quickly gather round them a <e2> phalanx </e2> of their <e1> comrades </e1> .,Member-Collection
In this marvelous book Smuts draws from years of painstaking field research in which she followed around a <e2> flange </e2> of chacma <e1> baboons </e1> in the Mateti Game Park in Zimbabwe .,Member-Collection
"Instead , the <e2> architect </e2> measures 'The Sage' with a flexible <e1> strip </e1> of metal .",Instrument-Agency
Dogs develop a <e2> fever </e2> from <e1> stress </e1> and/or pain such as in a severe flea infestation .,Cause-Effect
The NTSB determined that the <e1> aircraft </e1> departed from controlled <e2> flight </e2> and crashed into the Atlantic Ocean .,Other
The <e1> recipe </e1> comes from our <e2> friends </e2> at Evil Mad Scientist Laboratories .,Entity-Origin
They misplaced <e1> mastiffs </e1> into <e2> homes </e2> .,Entity-Destination
The left <e1> pin </e1> of the <e2> potentiometer </e2> is the ground connection .,Component-Whole
"We are careful when mowing a meadow , as a <e2> nide </e2> of <e1> pheasants </e1> is in the tall grasses , brooding their young .",Member-Collection
The conference's final <e1> statement </e1> was a summary of all the <e2> topics </e2> the speakers had touched on during two days of meetings in Cordoba .,Message-Topic
I have recently found a little <e1> article </e1> claiming that <e2> music </e2> affects our health both improving and worsening it .,Message-Topic
The winner of the Goron races gets a <e2> bottle </e2> full of <e1> gold dust </e1> .,Content-Container
The <e1> weight </e1> of the concrete on the soft materials caused a second ground <e2> collapse </e2> on the following Sunday night .,Cause-Effect
In its last 12 meetings this year the <e2> committee </e2> has made about 30-35 <e1> recommendations </e1> .,Product-Producer
"In fact while Coppola was away serving his sentence , the question -- What're you gonna do now , tough guy? -- had become a popular catch phrase within a small <e2> circle </e2> of Jersey <e1> mobsters </e1> .",Member-Collection
"The inside of your <e1> nose </e1> is lined with a moist , thin layer of <e2> tissue </e2> called a mucous membrane (say: myoo-kus mem-brayne) .",Other
Every schoolchild is taught that the <e2> monsoons </e2> are caused by the <e1> change </e1> in wind patterns when a large body of warm air rises .,Cause-Effect
These <e1> rules </e1> regulate human's <e2> behavior </e2> toward eachother and serve to maintain a sense of social unity .,Message-Topic
"Both reached the same basic conclusion , that the ship had been destroyed by a magazine <e2> explosion </e2> which was triggered by an external <e1> blast </e1> .",Cause-Effect
"But just think , <e1> sadness </e1> leads to <e2> fear </e2> then fear leads to anger .",Cause-Effect
"Then , <e1> padding </e1> was then put inside the <e2> helmets </e2> so they fit comfortably and securely .",Entity-Destination
Individualized <e1> letters </e1> have been sent to the following <e2> addresses </e2> .,Entity-Destination
The <e2> kitchen </e2> has a <e1> fridge </e1> and all necessary utensils .,Component-Whole
They chose a <e2> shop </e2> that oven bakes the paint in a down draft paint <e1> booth </e1> .,Instrument-Agency
By far the greatest <e2> damage </e2> has been caused by the illicit use of the <e1> hallucinogens </e1> .,Cause-Effect
"The symptoms of H1N1 <e1> flu </e1> include fever , cough , sore throat , runny or stuffy nose , body aches , headache , <e2> chills </e2> , fatigue , and possibly vomiting or diarrhea .",Cause-Effect
Another <e1> device </e1> was inserted into another USB <e2> port </e2> .,Entity-Destination
The first five-day <e1> workshop </e1> introduced <e2> tools </e2> for identifying and exploiting market opportunities .,Message-Topic
"When a <e1> joke </e1> driven <e2> comedy </e2> has weaker jokes , there's nothing behind them .",Component-Whole
This reputation as a cheap filler for blends has meant <e2> grain </e2> <e1> whisky </e1> has been overlooked .,Entity-Origin
The <e2> quarterback </e2> then wins the game with a Hail Mary <e1> pass </e1> .,Instrument-Agency
"In a <e2> cistern </e2> that stores cold <e1> liquids </e1> , the concrete ring serving as juncture element may be thermally lagged against the rock .",Content-Container
EU enlargement <e1> policy </e1> was presented as a central instrument for EU conflict <e2> prevention </e2> .,Other
I changed the length of the <e2> catapult </e2> <e1> arm </e1> and I changed the rubber band .,Component-Whole
The <e1> company </e1> entered into collaborative <e2> research </e2> .,Other
"During the period of economy growth , those <e1> people </e1> have migrated into the urban <e2> areas </e2> .",Entity-Destination
The <e1> decedent </e1> had left the nursery supply company's main <e2> yard </e2> earlier in the day .,Entity-Origin
The opening and closing of the <e2> heart </e2> <e1> valves </e1> produce the sound of the heartbeat .,Component-Whole
The Dickens Community Archive project marks the bicentenary of the <e1> author's </e1> <e2> birth </e2> .,Other
This <e2> page </e2> carries a list of some of these <e1> conventions </e1> .,Component-Whole
"The full amount paid to Aardman for the <e2> blaze </e2> , which was triggered by an electrical <e1> fault </e1> , was not disclosed .",Cause-Effect
"The EMC of the common <e2> bean </e2> <e1> flour </e1> was determined at 10 , 25 , and 40 C .",Entity-Origin
"Since Sally Industries' inception , John Wood has been a <e1> key </e1> <e2> member </e2> of the company's management team and a founding member of the board of directors .",Other
The <e1> merger </e1> is running into some <e2> opposition </e2> .,Other
Pressure <e2> regulation </e2> using the <e1> valve </e1> and different amounts of fluid goes a long way in keeping your hydraulic log splitter in action .,Instrument-Agency
A mob wanna-be graphically described yesterday how he put a <e1> bullet </e1> into a gangster's <e2> head </e2> in a twisted attempt to earn respect in his Brooklyn neighborhood .,Entity-Destination
The <e1> computer </e1> is kept in a common <e2> area </e2> within our home .,Other
"Inside of it , the first <e2> details </e2> about the game were revealed through an <e1> interview </e1> with series director Masahiro Yasuma .",Message-Topic
"There is the evidence , photographic and otherwise , recording the <e1> debris </e1> caused by the subsequent <e2> fire </e2> and the explosions .",Other
